characteristics_id,category,subcategory,subsubcategory,pearson_r,pearson_p,spearman_rho,spearman_p,n,significant,full_name,short_name
2050,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,Social and behavioural sciences and law,22. Legal professions and studies,-0.1373,0.01101,-0.133,0.013816,342,True,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data → Social and behavioural sciences and law → 22. Legal professions and studies,22. Legal professions and studies
2051,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,Social and behavioural sciences and law,30B Interdisciplinary social and behavioural sciences,-0.2356,1.1e-05,-0.2489,3e-06,342,True,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data → Social and behavioural sciences and law → 30B Interdisciplinary social and behavioural sciences,30B Interdisciplinary social and behavioural sciences
2052,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,Social and behavioural sciences and law,42. Psychology,-0.2304,1.7e-05,-0.2357,1.1e-05,342,True,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data → Social and behavioural sciences and law → 42. Psychology,42. Psychology
2053,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,Social and behavioural sciences and law,45. Social sciences,-0.0734,0.175911,-0.0219,0.685931,342,False,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data → Social and behavioural sciences and law → 45. Social sciences,45. Social sciences
2054,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,"Business, management and public administration",,-0.1121,0.038194,-0.1202,0.026217,342,True,"Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data → Business, management and public administration","Business, management and public administration"
2055,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,"Business, management and public administration",30.16 Accounting and computer science,0.0271,0.617272,0.0376,0.487843,342,False,"Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data → Business, management and public administration → 30.16 Accounting and computer science",30.16 Accounting and computer science
2056,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,"Business, management and public administration",44. Public administration and social service professions,-0.1865,0.000527,-0.2548,2e-06,342,True,"Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data → Business, management and public administration → 44. Public administration and social service professions",44. Public administration and social service professions
2057,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,"Business, management and public administration","52. Business, management, marketing and related support services",-0.0917,0.090476,-0.0982,0.069837,342,False,"Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data → Business, management and public administration → 52. Business, management, marketing and related support services","52. Business, management, marketing and related support services"
2058,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,Physical and life sciences and technologies,,-0.1116,0.039059,-0.0982,0.069809,342,True,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data → Physical and life sciences and technologies,Physical and life sciences and technologies
2059,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data,Physical and life sciences and technologies,26. Biological and biomedical sciences,-0.1342,0.012984,-0.104,0.054655,342,True,Total - Major field of study - Classification of Instructional Programs (CIP) 2021 for the population aged 15 years and over in private households - 25% sample data → Physical and life sciences and technologies → 26. Biological and biomedical sciences,26. Biological and biomedical sciences
206,Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data,Number of total income recipients aged 15 years and over in private households in 2019 - 100% data,Median total income in 2019 among recipients ($),-0.2137,6.8e-05,-0.2151,6.1e-05,342,True,Total - Income statistics in 2019 for the population aged 15 years and over in private households - 100% data → Number of total income recipients aged 15 years and over in private households in 2019 - 100% data → Median total income in 2019 among recipients ($),Median total income in 2019 among recipients ($)
